method,row_id,document,gold_binary,score,prediction,mean_selected_threshold,prediction_vote_share,cv_appearances,provider,model,condition_id,definition_id,prompt_style,label_space,seed
platt_tuned_threshold,P032,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.8309864221624821,1,0.81,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P033,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.8309864221624821,1,0.81,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P034,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.8309864221624821,1,0.81,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P035,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.7500348981679846,0,0.81,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P036,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.7837502652127835,1,0.75,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P037,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.9640283504563102,1,0.75,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P038,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.9549110432003443,1,0.75,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P039,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,0,0.6619560439795223,0,0.75,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P040,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6619560439795223,0,0.75,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P041,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.7412062960991681,0,0.75,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
platt_tuned_threshold,P042,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.7412062960991681,0,0.75,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P001,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P002,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P003,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P004,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.8333333333333334,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P005,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.8333333333333334,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P006,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P007,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P008,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P009,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P010,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P011,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P012,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P013,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P014,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P015,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P016,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P017,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P018,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P019,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P020,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P021,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.5,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P022,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P023,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P024,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P025,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P026,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P027,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P028,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P029,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.75,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P030,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.7333333333333333,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P031,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P032,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P033,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P034,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P035,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.7333333333333333,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P036,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.8571428571428571,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P037,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P038,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.999999,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P039,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,0,0.6521739130434783,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P040,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P041,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_0.5,P042,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,1,0.5,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P001,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P002,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P003,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P004,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.8333333333333334,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P005,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.8333333333333334,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P006,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P007,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P008,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P009,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P010,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P011,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P012,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P013,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P014,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P015,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P016,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P017,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P018,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P019,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P020,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P021,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.25,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P022,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P023,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P024,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P025,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P026,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P027,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P028,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P029,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.75,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P030,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.7333333333333333,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P031,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P032,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P033,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P034,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.999999,1,0.76,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P035,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",0,0.7333333333333333,0,0.76,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P036,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.8571428571428571,1,0.66,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P037,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.999999,1,0.66,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P038,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.999999,1,0.66,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P039,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,0,0.6521739130434783,0,0.66,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P040,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,0,0.66,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P041,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,0,0.66,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
isotonic_tuned_threshold,P042,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,1,0.6521739130434783,0,0.66,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P001,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.19579730911015183,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P002,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.23097268734888912,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P003,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.22461919979205447,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P004,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.26538426122002395,1,0.24,1.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P005,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.19870133464215778,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P006,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.0223606797749979,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P007,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0.005302552805915039,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P008,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.12247448713915891,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P009,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.14351888878844896,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P010,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.11307120410962491,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P011,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.11379850754977748,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P012,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.09369155625730653,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P013,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.19839302766304215,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P014,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.09170040432046714,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P015,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.07271077167244769,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P016,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.19870133464215778,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P017,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.14351888878844896,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P018,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.0007952707287670508,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
evidence_gate_tuned,P019,Lessons Learned: EPA’s Response to Hurricane Katrina,1,0.09306048591020998,0,0.24,0.0,1,gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17
